No.,Product,Regsion,OS,Type,Tier,Category,Instance.Series,Series.Type,CPU.Type,CPU.Core,RAM (GB),Storage (GB),Cost (US)
247,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,G-series,G4,1,16,224,3072,5.36
248,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,G-series,G5,1,32,448,6144,9.65
249,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,Gs-series,Gs1,1,2,28,56,0.67
250,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,Gs-series,Gs2,1,4,56,112,1.34
251,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,Gs-series,Gs3,1,8,112,224,2.68
252,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,Gs-series,Gs4,1,16,224,448,5.36
253,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,Gs-series,Gs5,1,32,448,896,9.65
254,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,Mdsv2-series,M32dms v2,1,32,875,1024,9.462
255,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,Mdsv2-series,M64dms v2,1,64,1792,2048,16.386
256,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,Mdsv2-series,M64ds v2,1,64,1024,2048,11.614
257,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,Mdsv2-series,M128dms v2,1,128,3892,4096,40.585
258,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,Mdsv2-series,M128ds v2,1,128,2048,4096,23.23
259,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,Mdsv2-series,M192idms v2,1,192,4096,4096,50.515
260,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,Mdsv2-series,M192ids v2,1,192,2048,4096,29.673
261,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,Msv2-series,M32ms v2,1,32,875,0,9.325
262,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,Msv2-series,M64ms v2,1,64,1792,0,16.112
263,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,Msv2-series,M64s v2,1,64,1024,0,11.34
264,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,Msv2-series,M128ms v2,1,128,3892,0,40.038
265,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,Msv2-series,M128s v2,1,128,2048,0,22.683
266,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,Msv2-series,M192ims v2,1,192,4096,0,49.968
267,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,Msv2-series,M192is v2,1,192,2048,0,29.126
268,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,M-series,M64,2,64,1024,7168,11.614
269,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,M-series,M128,2,128,2048,14336,23.227
270,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,M-series,M32ls,2,32,256,1024,4.673
271,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,M-series,M64ls,2,64,512,2048,9.347
272,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,M-series,M64ms v2,2,64,1792,7168,20.291
273,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,M-series,M128m,2,128,3892,14336,40.582
274,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,M-series,M8-2ms,2,8,219,256,2.365
275,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,M-series,M8-4ms,2,8,219,256,2.365
276,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,M-series,M8ms,2,8,219,256,2.365
277,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,M-series,M16ms,2,16,438,512,4.731
278,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,M-series,M32-8ms,2,32,875,1024,9.462
279,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,M-series,M32-16ms,2,32,85,1024,9.462
280,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,M-series,M32ms,2,32,875,1024,9.462
281,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,M-series,M64MS,2,64,1792,2048,2.291
282,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,M-series,M128MS,2,128,3892,4096,40.582
283,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,M-series,M64s v2,2,64,1024,2048,11.614
284,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,M-series,M128s v2,2,128,2048,4096,23.227
285,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,M-series,M32ts,2,32,192,1024,4.488
286,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,Mv2-series,M208ms v2,1,208,5700,4096,67.574
287,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,Mv2-series,M416ms v2,1,416,11400,8192,148.03
288,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,Mv2-series,M208s v2,1,208,2850,4096,38.571
289,Virtual Machine,West US,Windows,OS only,Standard,Memory optimized,Mv2-series,M416s v2,1,416,5700,8192,83.59
290,Virtual Machine,West US,Windows,OS only,Standard,Storage optimized,Ls-series,L4s,1,4,32,678,0.528
291,Virtual Machine,West US,Windows,OS only,Standard,Storage optimized,Ls-series,L8s,1,8,64,1388,1.056
292,Virtual Machine,West US,Windows,OS only,Standard,Storage optimized,Ls-series,L16s,1,16,128,2807,2.112
293,Virtual Machine,West US,Windows,OS only,Standard,Storage optimized,Ls-series,L32s,1,32,256,5630,4.224
294,Virtual Machine,West US,Windows,OS only,Standard,Storage optimized,Lsv2-series,L8s v2,2,8,64,80,1.056
295,Virtual Machine,West US,Windows,OS only,Standard,Storage optimized,Lsv2-series,L16s v2,2,16,128,160,2.112
296,Virtual Machine,West US,Windows,OS only,Standard,Storage optimized,Lsv2-series,L32s v2,2,32,256,320,4.244
297,Virtual Machine,West US,Windows,OS only,Standard,Storage optimized,Lsv2-series,L48s v2,2,48,384,480,6.336
298,Virtual Machine,West US,Windows,OS only,Standard,Storage optimized,Lsv2-series,L64s v2,2,64,512,640,8.448
299,Virtual Machine,West US,Windows,OS only,Standard,Storage optimized,Lsv2-series,L80s v2,2,80,640,800,10.56
